frp,brightness,brightness_ti5,temp_delta_ti4_ti5,confidence,is_night,facility_distance_m,facility_type_encoded,persistence_score,anomaly_score,cluster_density_3km,historical_recurrence,target
12.16,324.56,313.29,11.27,0.681,0,10194.0,0,0.121,0.191,10,1,2
24.8,352.24,339.45,12.78,0.641,1,740.4,6,0.721,0.648,3,3,3
18.22,343.89,318.77,25.12,0.893,1,72.3,3,0.708,0.431,1,10,1
1.97,310.2,300.91,9.28,0.324,0,7708.7,0,0.28,0.125,1,0,5
159.97,373.4,350.64,22.76,0.995,1,20268.2,0,0.181,0.914,16,1,4
14.06,342.73,310.14,32.6,0.963,0,168.7,1,0.782,0.426,1,9,1
64.34,355.75,328.62,27.14,0.947,0,138.5,1,0.115,0.835,6,3,0
7.54,328.39,312.19,16.19,0.795,0,223.4,7,0.441,0.434,1,11,3
3.73,310.19,302.61,7.58,0.227,0,7977.2,0,0.119,0.145,1,0,5
112.55,378.66,362.29,16.37,0.906,1,3632.1,0,0.313,0.84,11,1,4
35.1,306.42,283.42,23.0,0.762,1,706.6,7,0.622,0.536,7,3,3
54.24,353.79,324.54,29.25,0.944,0,125.2,3,0.112,0.882,2,2,0
11.76,324.18,312.23,11.95,0.726,0,3077.6,0,0.171,0.151,8,0,2
34.43,343.99,317.47,26.52,0.768,0,198.3,3,0.307,0.725,4,3,0
52.09,350.73,329.06,21.67,0.743,1,79.5,2,0.333,0.892,4,1,0
9.4,318.22,308.33,9.89,0.575,1,4940.5,0,0.163,0.174,2,0,5
3.38,297.89,286.38,11.51,0.219,0,3191.0,7,0.211,0.202,2,0,5
19.04,319.12,310.04,9.08,0.562,0,11236.4,0,0.198,0.359,10,2,2
14.86,319.72,301.11,18.61,0.602,1,161.5,6,0.546,0.466,2,3,3
14.27,328.44,316.88,11.55,0.618,0,2804.6,0,0.124,0.307,8,1,2
9.15,320.1,306.44,13.66,0.685,0,13733.3,0,0.246,0.122,7,1,2
7.88,316.2,308.42,7.79,0.59,0,11205.0,0,0.224,0.139,6,0,2
12.73,336.44,319.42,17.02,0.777,0,1029.4,6,0.555,0.438,3,4,3
6.67,301.05,294.49,6.56,0.265,1,7153.2,7,0.128,0.345,0,1,5
19.8,355.62,331.11,24.51,0.814,1,111.7,1,0.863,0.273,2,13,1
6.39,310.08,291.47,18.61,0.575,0,8653.3,0,0.171,0.342,9,2,2
96.92,357.03,322.52,34.51,0.911,0,20986.8,0,0.49,0.714,14,3,4
79.22,418.21,391.68,26.54,0.919,1,16135.2,0,0.487,0.948,14,1,4
24.89,350.89,335.02,15.88,0.655,0,301.4,6,0.692,0.456,6,4,3
6.22,336.25,326.65,9.59,0.884,0,7526.2,0,0.101,0.391,11,3,2
83.55,317.56,292.51,25.05,0.777,1,6512.2,0,0.443,0.747,12,3,4
36.42,317.82,293.83,23.98,0.848,1,274.5,6,0.589,0.674,4,6,3
86.97,370.77,351.52,19.26,0.834,1,17950.7,0,0.32,0.934,11,1,4
19.95,354.24,318.84,35.4,0.831,1,203.6,1,0.643,0.227,1,10,1
77.79,366.99,343.78,23.21,0.762,0,18310.0,0,0.28,0.66,12,1,4
15.76,328.61,320.07,8.54,0.713,0,7040.8,0,0.054,0.175,7,1,2
43.82,334.4,312.49,21.92,0.807,1,48.0,1,0.054,0.832,3,2,0
4.75,316.44,304.13,12.31,0.527,0,14981.6,0,0.059,0.339,7,0,2
36.72,367.67,330.98,36.7,0.801,1,80.7,1,0.75,0.498,2,12,1
49.36,335.1,293.84,41.26,0.982,0,5.4,2,0.814,0.286,4,9,1
14.71,341.1,328.75,12.36,0.525,0,14504.6,0,0.247,0.197,6,2,2
11.6,342.76,299.88,42.88,0.966,1,139.4,1,0.794,0.415,1,11,1
24.92,331.99,307.88,24.11,0.869,0,630.8,6,0.5,0.362,1,3,3
95.25,358.72,325.16,33.56,0.897,0,5652.7,0,0.355,0.875,11,0,4
43.71,360.47,336.2,24.26,0.873,1,22.7,7,0.136,0.719,3,2,0
35.02,326.6,305.1,21.49,0.915,0,274.2,1,0.363,0.886,4,1,0
26.99,307.34,258.71,48.63,0.872,1,67.7,1,0.632,0.377,1,9,1
17.85,352.45,340.09,12.36,0.695,0,1513.4,7,0.683,0.464,8,6,3
41.73,354.43,327.12,27.3,0.993,0,111.6,1,0.348,0.733,2,2,0
21.32,352.5,309.3,43.2,0.866,1,197.4,2,0.834,0.281,2,13,1
86.51,334.61,300.66,33.95,0.794,1,166.5,2,0.273,0.861,2,1,0
48.04,345.39,313.28,32.1,0.847,0,926.2,1,0.286,0.891,4,1,0
25.38,315.52,306.14,9.38,0.669,0,4027.4,0,0.056,0.313,4,0,2
32.47,358.84,316.57,42.26,0.959,1,63.4,1,0.767,0.414,4,11,1
12.88,291.82,279.54,12.28,0.753,0,10316.0,0,0.211,0.308,3,1,2
31.66,360.1,332.73,27.37,0.933,1,60.3,1,0.908,0.355,5,13,1
15.79,318.74,301.53,17.21,0.701,0,5691.3,0,0.187,0.18,5,0,2
49.8,346.0,325.95,20.05,0.8,0,320.5,5,0.303,0.799,1,5,0
33.15,337.99,311.78,26.2,0.984,0,96.2,1,0.622,0.231,2,13,1
26.44,350.74,338.48,12.26,0.772,0,677.5,6,0.559,0.484,4,3,3
2.11,301.8,296.48,5.32,0.334,0,5441.6,0,0.111,0.175,2,0,5
34.37,356.69,326.82,29.87,0.719,0,59.8,1,0.443,0.88,6,0,0
38.02,334.7,285.13,49.58,0.978,1,80.1,1,0.921,0.2,2,13,1
34.02,360.72,321.4,39.32,0.905,1,500.2,1,0.809,0.387,4,13,1
3.87,309.58,301.67,7.91,0.322,1,1483.4,0,0.17,0.19,2,1,5
16.97,376.74,349.38,27.36,0.993,1,94.1,1,0.749,0.213,2,14,1
44.48,363.55,317.72,45.84,0.922,1,36.3,1,0.648,0.37,1,15,1
9.84,325.9,314.49,11.41,0.849,0,2920.2,0,0.14,0.254,9,1,2
62.21,393.53,366.04,27.49,0.832,1,13897.5,0,0.286,0.769,12,1,4
15.31,321.33,314.67,6.66,0.535,1,9001.6,0,0.207,0.297,6,3,2
39.78,350.77,322.29,28.48,0.754,1,159.6,2,0.382,0.765,4,0,0
27.54,337.4,327.61,9.8,0.747,0,757.4,6,0.512,0.493,10,3,3
27.17,339.24,308.29,30.95,0.853,1,383.7,1,0.777,0.547,3,11,1
21.44,336.56,315.75,20.8,0.756,1,318.9,6,0.497,0.491,4,4,3
5.8,311.91,302.34,9.56,0.211,0,6770.7,0,0.187,0.162,0,0,5
10.69,330.44,306.33,24.11,0.821,0,1195.4,6,0.806,0.49,2,6,3
51.69,336.54,316.98,19.56,0.825,1,82.5,1,0.174,0.886,4,0,0
16.93,332.65,315.33,17.32,0.824,0,4658.4,0,0.21,0.389,9,0,2
34.67,316.02,291.11,24.9,0.985,1,35.9,1,0.115,0.921,1,0,0
6.18,326.2,315.21,10.99,0.808,0,4525.9,0,0.097,0.146,9,1,2
58.24,336.66,307.05,29.62,0.986,0,29.2,2,0.28,0.881,1,1,0
13.58,317.06,314.75,2.32,0.353,1,2023.2,0,0.115,0.092,1,0,5
49.08,350.57,322.22,28.36,0.993,0,24657.8,0,0.284,0.7,12,1,4
27.02,355.61,320.25,35.36,0.964,0,81.2,3,0.889,0.201,2,14,1
61.79,355.99,341.71,14.27,0.933,0,480.6,5,0.222,0.91,2,3,0
19.17,361.81,328.83,32.98,0.891,1,35.5,2,0.754,0.211,3,10,1
12.01,357.76,338.94,18.82,0.951,1,462.0,2,0.622,0.378,3,10,1
50.43,349.39,322.75,26.64,0.737,1,96.2,1,0.398,0.821,3,1,0
5.2,286.04,276.3,9.74,0.314,0,1987.6,0,0.164,0.159,2,1,5
27.52,312.1,299.68,12.42,0.51,0,10295.7,0,0.209,0.267,9,1,2
36.91,361.42,335.94,25.48,0.906,1,140.2,2,0.166,0.785,3,0,0
136.54,372.63,351.72,20.91,0.75,1,14977.8,0,0.306,0.872,10,2,4
25.24,351.22,304.85,46.37,0.841,1,2.4,1,0.742,0.361,3,6,1
5.61,295.97,282.96,13.01,0.609,0,9959.3,0,0.154,0.175,12,1,2
27.38,368.53,335.5,33.04,0.853,0,57.7,3,0.661,0.491,2,17,1
32.27,355.07,336.75,18.32,0.794,0,417.9,2,0.148,0.826,6,0,0
17.86,330.86,320.3,10.56,0.654,1,10579.8,0,0.122,0.27,10,3,2
5.75,320.57,303.98,16.59,0.669,0,7151.0,0,0.157,0.308,8,1,2
19.5,353.0,319.05,33.96,0.943,0,16.7,1,0.893,0.237,2,14,1
12.86,330.83,311.74,19.09,0.794,1,4799.5,0,0.201,0.447,6,2,2
51.17,334.89,319.72,15.17,0.936,0,308.9,3,0.218,0.828,4,2,0
4.6,328.46,319.03,9.43,0.739,0,4760.5,0,0.204,0.26,5,1,2
6.81,325.13,307.17,17.96,0.697,0,13307.7,0,0.099,0.412,7,1,2
14.83,309.01,297.35,11.65,0.691,0,9930.0,0,0.035,0.257,8,2,2
8.21,334.88,324.13,10.75,0.783,1,5988.7,0,0.091,0.262,3,0,2
27.3,327.4,310.52,16.88,0.903,0,1196.9,6,0.706,0.57,3,3,3
17.81,377.01,338.08,38.93,0.988,1,6.5,1,0.857,0.523,2,11,1
36.33,338.71,313.65,25.06,0.923,1,341.4,1,0.352,0.947,2,2,0
11.39,319.85,315.37,4.48,0.263,1,2889.2,0,0.144,0.121,1,0,5
34.79,327.71,303.92,23.79,0.781,1,465.7,4,0.79,0.425,4,4,3
48.86,342.81,309.06,33.75,0.861,1,194.9,2,0.408,0.746,3,1,0
7.47,324.31,312.41,11.9,0.667,0,12277.9,0,0.098,0.251,10,2,2
76.49,328.31,296.98,31.33,0.882,0,14788.8,0,0.171,0.755,8,1,4
7.24,314.9,296.99,17.9,0.685,0,12186.3,0,0.178,0.429,6,1,2
3.23,302.23,294.17,8.06,0.47,0,7610.5,7,0.156,0.382,2,0,5
12.86,304.16,292.34,11.82,0.217,0,2324.2,0,0.299,0.383,1,0,5
3.77,310.25,303.24,7.01,0.361,0,5935.7,0,0.19,0.343,1,0,5
5.24,333.99,319.24,14.75,0.613,0,11488.8,0,0.086,0.333,6,1,2
12.83,306.26,300.13,6.12,0.813,0,12869.8,0,0.189,0.204,8,2,2
10.6,327.53,315.48,12.05,0.797,0,6480.0,0,0.061,0.224,6,1,2
10.0,309.09,304.12,4.97,0.475,0,5084.4,0,0.132,0.339,1,0,5
4.95,307.14,303.43,3.71,0.452,0,4871.4,0,0.022,0.181,1,2,5
10.32,368.03,339.37,28.66,0.994,1,49.7,2,0.625,0.233,2,14,1
22.37,327.78,307.04,20.74,0.787,1,258.5,6,0.495,0.696,5,5,3
3.55,294.58,291.45,3.12,0.266,0,754.7,7,0.095,0.36,3,0,5
10.82,308.26,294.68,13.58,0.787,0,12146.0,0,0.082,0.436,4,1,2
8.97,324.08,308.55,15.53,0.564,0,3509.4,0,0.037,0.199,12,3,2
2.98,322.3,313.45,8.85,0.264,1,3420.6,0,0.253,0.126,1,0,5
59.18,355.17,326.06,29.11,0.779,0,607.6,1,0.402,0.756,5,1,0
13.41,301.73,284.27,17.46,0.721,0,13981.9,0,0.089,0.163,8,1,2
18.94,339.54,333.97,5.57,0.777,0,9477.6,0,0.139,0.308,4,2,2
1.9,323.89,312.73,11.15,0.205,0,5673.5,7,0.211,0.34,2,0,5
20.87,350.29,335.33,14.96,0.743,0,4450.3,0,0.149,0.431,8,0,2
12.31,337.67,329.11,8.56,0.739,0,6688.2,0,0.11,0.446,11,3,2
22.31,311.48,296.26,15.21,0.664,0,14036.0,0,0.098,0.366,13,0,2
21.65,304.19,292.7,11.49,0.866,1,12933.4,0,0.163,0.183,10,2,2
127.45,337.8,290.86,46.94,0.875,0,12774.7,0,0.352,0.669,9,2,4
14.88,314.27,301.95,12.31,0.861,0,4092.6,0,0.057,0.34,6,1,2
16.64,359.38,321.64,37.75,0.861,1,57.9,1,0.61,0.219,2,11,1
32.97,319.15,289.18,29.97,0.613,1,578.4,7,0.593,0.503,3,5,3
38.73,349.6,323.15,26.46,0.883,1,29.1,3,0.885,0.476,1,14,1
4.34,318.18,305.26,12.92,0.522,1,6281.2,0,0.146,0.393,8,0,2
67.26,345.19,328.21,16.98,0.955,0,167.0,1,0.395,0.779,4,1,0
57.42,354.95,320.72,34.23,0.948,0,58.0,1,0.264,0.826,2,1,0
133.45,399.29,371.96,27.33,0.949,0,6277.1,0,0.25,0.793,13,0,4
79.73,327.26,292.96,34.29,0.758,1,23928.6,0,0.298,0.705,14,0,4
2.89,331.33,323.96,7.36,0.475,0,4956.7,0,0.128,0.362,1,0,5
22.02,334.5,318.64,15.87,0.872,1,268.0,6,0.413,0.358,4,6,3
51.53,317.25,291.69,25.56,0.823,1,135.0,1,0.133,0.924,3,2,0
89.3,351.32,316.05,35.27,0.795,1,21366.0,0,0.366,0.669,10,1,4
38.04,319.75,297.23,22.52,0.734,1,602.2,6,0.64,0.621,6,4,3
73.33,325.18,295.78,29.39,0.853,1,213.0,2,0.199,0.828,3,3,0
33.87,326.44,318.87,7.58,0.724,1,225.2,6,0.706,0.603,5,2,3
24.29,357.36,324.97,32.39,0.966,1,33.6,2,0.637,0.326,3,13,1
52.76,357.24,333.44,23.81,0.863,0,218.2,3,0.446,0.774,2,0,0
9.01,315.37,295.8,19.57,0.851,0,821.9,6,0.611,0.624,4,6,3
8.32,322.32,307.84,14.48,0.695,0,14970.4,0,0.039,0.328,6,1,2
41.25,364.13,341.38,22.75,0.893,1,362.9,5,0.418,0.727,5,2,0
4.4,323.42,312.84,10.59,0.222,0,7887.1,0,0.026,0.165,0,0,5
11.72,357.78,328.23,29.55,0.815,0,116.6,1,0.616,0.361,3,16,1
164.16,354.18,334.1,20.08,0.996,1,6476.3,0,0.414,0.826,11,0,4
15.24,345.55,303.01,42.53,0.943,1,297.9,1,0.664,0.345,2,9,1
3.74,312.23,300.81,11.42,0.458,0,6742.3,0,0.059,0.065,1,1,5
7.91,328.33,314.03,14.3,0.892,0,12618.3,0,0.163,0.285,4,2,2
67.1,315.89,288.45,27.44,0.722,1,64.0,2,0.101,0.925,8,1,0
3.47,315.19,305.85,9.33,0.38,0,7008.0,0,0.177,0.318,1,0,5
3.14,314.52,307.25,7.26,0.336,0,5441.1,8,0.084,0.116,0,0,5
56.97,396.46,376.98,19.48,0.77,1,10365.3,0,0.186,0.864,12,1,4
34.37,334.01,315.28,18.73,0.714,1,186.3,4,0.765,0.355,6,3,3
69.89,319.02,296.91,22.1,0.706,1,606.6,1,0.185,0.702,4,2,0
9.5,311.93,299.55,12.38,0.566,1,11554.0,0,0.161,0.173,5,0,2
2.16,291.48,278.19,13.29,0.508,1,7733.0,0,0.296,0.304,1,1,5
44.99,298.79,273.38,25.41,0.907,0,217.7,1,0.108,0.932,5,1,0
20.65,313.45,294.23,19.22,0.868,1,1422.3,7,0.635,0.547,2,5,3
5.16,319.54,307.9,11.64,0.611,0,4796.5,0,0.105,0.416,13,1,2
6.96,295.62,285.59,10.03,0.702,1,6999.7,0,0.159,0.134,10,0,2
77.67,374.93,338.78,36.15,0.951,1,19252.5,0,0.205,0.878,9,1,4
27.72,347.73,308.6,39.13,0.878,0,122.5,2,0.971,0.327,3,13,1
13.4,311.05,298.68,12.36,0.525,0,4352.1,0,0.224,0.372,11,1,2
23.71,342.15,290.11,52.04,0.932,1,36.3,2,0.949,0.311,1,7,1
49.45,340.99,326.09,14.91,0.77,1,461.9,3,0.317,0.863,3,0,0
8.01,289.3,285.14,4.16,0.547,0,7945.4,0,0.228,0.228,0,2,5
11.76,324.31,311.58,12.73,0.755,0,6174.6,0,0.069,0.445,12,3,2
5.82,317.94,315.3,2.64,0.389,1,5795.3,8,0.043,0.25,1,0,5
11.02,293.76,286.64,7.12,0.284,0,5472.8,0,0.118,0.353,3,0,5
31.17,320.01,304.35,15.66,0.698,1,967.9,6,0.582,0.435,4,4,3
5.66,311.19,297.22,13.97,0.64,0,6531.0,0,0.109,0.337,8,1,2
29.68,350.83,316.26,34.56,0.847,1,392.2,1,0.646,0.446,2,10,1
40.73,327.1,300.6,26.5,0.828,0,216.9,3,0.092,0.842,6,2,0
21.44,337.55,312.61,24.94,0.89,1,1713.2,6,0.494,0.545,3,3,3
140.93,373.69,340.35,33.34,0.872,0,10354.6,0,0.271,0.698,12,3,4
16.42,328.3,317.81,10.49,0.805,0,7655.7,0,0.224,0.3,10,1,2
54.09,330.82,309.54,21.27,0.717,0,56.7,7,0.273,0.797,2,1,0
77.13,378.39,339.17,39.22,0.926,0,16198.1,0,0.292,0.892,12,2,4
6.13,315.08,307.76,7.32,0.632,1,1911.3,0,0.075,0.124,8,3,2
67.04,330.89,291.95,38.94,0.934,0,23026.0,0,0.295,0.804,11,0,4
42.19,379.33,362.95,16.38,0.727,0,16.9,7,0.373,0.829,3,0,0
4.08,313.81,301.2,12.6,0.597,0,2726.4,0,0.24,0.159,3,0,5
4.09,332.54,327.57,4.97,0.718,0,12494.8,0,0.193,0.291,9,2,2
10.64,308.9,294.93,13.97,0.823,1,2575.4,0,0.244,0.198,6,1,2
8.51,328.15,315.85,12.3,0.81,0,7619.0,0,0.053,0.424,11,3,2
4.38,323.31,308.87,14.45,0.513,0,14717.9,0,0.228,0.438,8,0,2
11.86,331.7,314.05,17.65,0.627,0,11236.3,0,0.145,0.276,12,3,2
31.95,327.4,287.15,40.25,0.728,0,68.6,2,0.314,0.897,3,4,0
14.74,330.93,312.47,18.46,0.684,1,490.2,6,0.822,0.513,6,7,3
72.65,376.3,347.23,29.07,0.756,1,644.6,1,0.125,0.827,3,2,0
19.87,317.58,311.93,5.65,0.839,0,11336.6,0,0.12,0.28,5,1,2
54.71,384.29,363.19,21.09,0.962,0,670.3,1,0.123,0.921,5,3,0
19.16,344.62,306.15,38.47,0.846,1,262.5,1,0.835,0.316,3,12,1
44.05,321.57,304.52,17.05,0.852,0,2101.4,6,0.627,0.408,3,5,3
1.6,310.34,304.78,5.56,0.347,0,3459.8,0,0.254,0.154,2,1,5
2.47,311.52,303.57,7.95,0.597,1,1745.3,0,0.252,0.251,2,1,5
57.43,378.43,343.36,35.07,0.934,0,24706.0,0,0.438,0.843,14,0,4
22.28,331.86,315.04,16.83,0.747,0,485.3,6,0.437,0.635,1,1,3
25.89,345.88,328.99,16.89,0.728,1,75.9,7,0.428,0.702,2,2,0
38.27,359.11,320.81,38.3,0.929,1,35.2,1,0.711,0.527,2,11,1
16.66,315.27,304.59,10.69,0.675,0,12555.5,0,0.195,0.215,10,3,2
11.12,311.56,300.27,11.29,0.753,0,7736.5,0,0.039,0.133,9,4,2
1.59,300.62,291.36,9.25,0.402,1,5837.2,0,0.216,0.226,2,2,5
106.32,339.94,326.03,13.9,0.873,0,15651.5,0,0.36,0.702,16,2,4
10.25,326.55,315.48,11.08,0.589,0,7243.7,0,0.108,0.121,7,3,2
14.91,335.05,316.06,18.99,0.743,0,1250.5,6,0.485,0.6,6,4,3
70.19,345.23,321.55,23.68,0.924,1,305.5,7,0.367,0.869,2,2,0
39.63,390.71,361.84,28.87,0.815,0,225.8,3,0.17,0.815,3,1,0
26.98,319.16,299.91,19.25,0.718,1,1233.5,6,0.484,0.39,3,5,3
1.38,306.17,298.99,7.19,0.485,0,6743.9,0,0.128,0.155,0,1,5
6.86,318.84,301.08,17.76,0.775,1,13512.2,0,0.161,0.13,6,1,2
40.9,346.22,317.03,29.19,0.821,1,34.1,3,0.667,0.207,3,12,1
2.93,309.94,305.47,4.47,0.47,0,3486.0,0,0.068,0.295,0,0,5
43.72,352.1,332.99,19.11,0.807,0,164.1,6,0.403,0.387,2,4,3
3.8,325.62,309.32,16.3,0.87,0,7387.5,0,0.068,0.104,6,1,2
12.89,328.57,287.95,40.62,0.886,1,287.4,1,0.975,0.407,1,9,1
77.35,394.34,368.3,26.03,0.983,1,24496.3,0,0.311,0.868,9,0,4
94.19,313.21,277.01,36.2,0.956,1,24045.0,0,0.395,0.72,10,2,4
60.49,333.75,321.17,12.58,0.766,1,247.9,4,0.839,0.499,3,6,3
4.4,317.92,307.06,10.86,0.764,0,9780.2,0,0.027,0.128,9,2,2
88.41,359.89,328.89,31.0,0.873,1,15331.4,0,0.488,0.74,8,1,4
62.39,372.38,340.22,32.16,0.769,1,16218.7,0,0.348,0.655,12,1,4
3.43,325.09,323.3,1.79,0.224,0,4868.3,8,0.249,0.247,2,0,5
18.66,336.3,320.77,15.52,0.538,0,7702.0,0,0.159,0.381,6,3,2
94.71,335.22,307.89,27.34,0.876,1,18815.5,0,0.14,0.833,11,2,4
27.48,372.01,341.18,30.83,0.828,1,206.6,2,0.97,0.216,2,8,1
3.96,316.37,306.31,10.06,0.552,0,4396.4,0,0.011,0.095,2,1,5
29.18,336.47,299.84,36.63,0.846,1,37.7,2,0.79,0.298,2,10,1
14.11,308.06,288.95,19.11,0.688,1,1836.7,6,0.526,0.541,6,3,3
2.65,308.58,297.76,10.82,0.37,0,5424.8,0,0.244,0.271,2,1,5
43.98,353.52,331.16,22.37,0.869,1,24208.0,0,0.218,0.686,16,2,4
80.73,353.65,328.35,25.3,0.884,1,17.7,3,0.349,0.787,3,1,0
66.98,331.64,314.07,17.57,0.7,0,187.2,7,0.389,0.707,6,0,0
94.02,381.04,358.25,22.79,0.899,1,17344.1,0,0.166,0.816,20,1,4
7.24,325.21,318.84,6.37,0.499,0,1255.0,0,0.126,0.385,1,1,5
6.77,311.95,306.39,5.57,0.473,1,6198.7,0,0.189,0.296,0,1,5
30.97,321.36,314.71,6.64,0.377,1,2325.0,7,0.021,0.337,0,0,5
38.9,364.06,331.22,32.84,0.936,1,65.7,1,0.687,0.344,2,10,1
7.49,316.38,297.11,19.28,0.633,0,14849.0,0,0.07,0.411,10,1,2
25.14,325.13,305.87,19.25,0.818,0,127.6,3,0.302,0.925,4,2,0
2.61,295.21,286.88,8.34,0.254,1,5441.5,0,0.107,0.295,0,0,5
17.59,336.24,325.15,11.09,0.598,0,4675.9,0,0.192,0.406,6,1,2
14.08,360.28,329.19,31.09,0.905,1,42.9,1,0.721,0.35,5,13,1
13.07,315.66,308.47,7.19,0.599,0,2941.3,0,0.152,0.424,11,2,2
13.34,312.82,301.65,11.18,0.502,0,14136.8,0,0.141,0.252,9,3,2
9.57,329.13,313.35,15.78,0.699,0,6235.3,0,0.189,0.13,6,1,2
79.64,380.88,355.5,25.38,0.899,0,7728.1,0,0.194,0.891,18,1,4
31.74,349.97,313.76,36.22,0.822,1,31.8,1,0.655,0.268,2,14,1
14.82,360.03,328.24,31.8,0.814,0,50.3,1,0.781,0.34,4,15,1
18.53,305.46,292.19,13.26,0.751,0,4031.5,0,0.166,0.241,11,1,2
16.42,338.12,314.94,23.18,0.78,1,377.6,6,0.531,0.586,3,4,3
19.23,370.4,333.06,37.33,0.968,1,8.4,1,0.778,0.372,3,10,1
77.99,348.45,313.59,34.85,0.897,0,76.6,5,0.353,0.79,2,0,0
11.52,345.84,296.15,49.69,0.897,1,230.4,1,0.725,0.353,3,14,1
1.27,313.18,304.42,8.75,0.409,1,1603.0,7,0.187,0.298,3,2,5
5.06,310.79,298.34,12.45,0.719,0,8289.9,0,0.103,0.372,11,1,2
7.41,315.51,303.43,12.08,0.679,0,9889.4,0,0.125,0.37,7,1,2
62.83,334.36,303.56,30.8,0.816,1,7542.5,0,0.17,0.804,9,0,4
11.44,336.35,328.67,7.68,0.621,1,1286.9,6,0.65,0.653,3,5,3
4.39,335.26,323.31,11.95,0.838,0,7566.1,0,0.085,0.399,10,0,2
41.03,315.02,286.1,28.92,0.728,0,222.2,1,0.313,0.746,1,0,0
45.95,346.25,320.05,26.21,0.971,0,118.8,7,0.179,0.971,3,0,0
34.52,350.26,321.11,29.15,0.806,1,278.8,1,0.213,0.794,7,3,0
16.2,363.78,326.96,36.82,0.966,1,45.3,1,0.959,0.208,2,13,1
12.42,365.68,335.31,30.37,0.853,0,20.2,3,0.722,0.238,1,9,1
2.76,316.25,306.47,9.79,0.499,0,5465.0,0,0.276,0.31,3,1,5
22.71,311.76,289.33,22.43,0.815,1,248.8,1,0.097,0.771,5,2,0
38.03,351.68,326.57,25.11,0.718,1,267.7,1,0.295,0.767,4,0,0
5.63,307.62,294.45,13.18,0.574,1,14410.2,0,0.021,0.402,6,2,2
2.98,295.01,283.29,11.72,0.421,0,6362.1,7,0.157,0.245,0,1,5
27.49,335.24,311.19,24.05,0.897,0,102.7,3,0.204,0.8,1,4,0
7.93,344.71,331.37,13.34,0.525,0,5299.5,0,0.139,0.271,9,1,2
15.59,320.78,301.66,19.12,0.603,0,1351.1,6,0.487,0.684,3,4,3
26.95,319.98,298.31,21.68,0.768,1,839.7,7,0.843,0.693,6,3,3
58.07,361.14,326.16,34.97,0.813,0,108.5,1,0.756,0.491,1,15,1
9.19,317.34,301.83,15.51,0.858,0,2975.6,0,0.063,0.185,11,1,2
49.74,345.46,316.24,29.22,0.911,1,94.6,3,0.236,0.877,3,3,0
69.32,332.01,320.32,11.69,0.998,1,24413.4,0,0.355,0.881,8,0,4
16.63,344.82,304.53,40.29,0.977,1,33.2,2,0.84,0.277,3,12,1
56.95,340.09,316.89,23.2,0.959,0,0.8,1,0.289,0.924,2,4,0
120.32,394.48,373.52,20.95,0.917,1,3465.4,0,0.217,0.862,9,0,4
7.17,314.41,310.28,4.13,0.406,1,1663.2,7,0.075,0.127,0,0,5
7.16,345.83,306.84,38.99,0.813,1,115.3,1,0.906,0.43,2,10,1
27.87,363.26,340.76,22.5,0.954,1,11.4,2,0.668,0.261,2,10,1
28.5,323.88,304.9,18.98,0.846,0,2982.1,6,0.788,0.541,5,2,3
25.5,317.03,307.64,9.38,0.782,1,198.1,6,0.474,0.413,10,4,3
5.21,339.48,322.56,16.92,0.578,0,2432.8,0,0.046,0.349,5,1,2
85.51,335.95,297.59,38.36,0.851,1,15877.3,0,0.451,0.79,13,1,4
35.85,354.74,323.34,31.4,0.821,1,15.9,1,0.893,0.463,2,16,1
32.45,365.78,357.53,8.25,0.634,1,158.0,7,0.564,0.442,2,3,3
1.62,321.89,314.74,7.16,0.565,1,7370.4,0,0.233,0.206,1,0,5
20.02,353.17,317.81,35.37,0.848,1,18.8,2,0.822,0.459,3,10,1
9.93,296.65,284.95,11.7,0.638,0,6297.5,0,0.234,0.196,7,2,2
15.48,317.94,305.36,12.58,0.821,0,5946.9,0,0.179,0.389,6,1,2
62.22,356.18,331.76,24.42,0.752,0,50.9,1,0.273,0.752,1,0,0
53.77,353.21,325.45,27.76,0.782,1,1.0,2,0.186,0.79,5,1,0
35.93,315.9,306.91,8.99,0.705,0,9283.2,0,0.178,0.327,9,1,2
7.53,312.32,298.72,13.6,0.895,1,7033.5,0,0.213,0.335,9,1,2
11.32,310.14,291.72,18.42,0.842,1,11387.5,0,0.112,0.304,5,0,2
2.68,320.47,310.43,10.04,0.461,1,3325.7,7,0.15,0.312,1,0,5
103.72,359.59,336.17,23.42,0.751,0,3907.2,0,0.4,0.732,12,2,4
11.45,305.25,297.57,7.68,0.664,1,585.2,6,0.84,0.478,1,3,3
6.73,313.53,302.41,11.12,0.708,1,6185.5,0,0.027,0.227,11,2,2
26.26,351.81,319.43,32.39,0.888,1,13.3,1,0.612,0.29,4,11,1
27.11,307.35,271.24,36.11,0.943,0,386.5,2,0.294,0.945,6,0,0
57.93,354.72,327.39,27.33,0.838,1,64.8,3,0.616,0.481,1,12,1
18.15,359.7,315.91,43.78,0.972,1,177.3,1,0.791,0.207,4,9,1
122.51,376.32,349.51,26.81,0.814,0,22443.3,0,0.24,0.85,14,0,4
41.48,343.39,318.62,24.77,0.877,0,655.6,2,0.16,0.899,4,0,0
29.55,316.34,303.6,12.73,0.685,0,7743.4,0,0.126,0.283,5,0,2
